0.3 0.3
0.3 0.3
0.3 0.3
0.3 0.3
0.3 0.3
0.3 0.3
0.3 0.3
0.3 0.3
0.3 0.3
0.3 0.3
0.3 0.3
0.3 0.3
0.3 0.3
0.3 0.3
0.3 0.3
0.3 0.3
0.3 0.3
0.3 0.3
0.3 0.3
0.3 0.3
0.3 0.3
0.3 0.3
0.3 0.3
0.3 0.3
0.3 0.3
0.3 0.3
0.3 0.3
0.3 0.3
0.3 0.3
0.3 0.3
0.3 0.3
0.3 0.3
0.3 0.3
0.3 0.3
0.3 0.3
0.3 0.3
0.3 0.3
0.3 0.3
0.3 0.3
0.3 0.3
0.3 0.3
0.3 0.3
0.3 0.3
0.3 0.3
0.3 0.3
0.3 0.3
0.3 0.3
0.3 0.3
0.3 0.3
0.3 0.3
0.30001 0.300011
0.30001 0.300011
0.30001 0.300011
0.30001 0.300011
0.30001 0.300011
0.30001 0.300011
0.30001 0.300011
0.30001 0.300011
0.30001 0.300011
0.30001 0.300011
0.300029 2.48632
0.00881625 0.309153
2.5 0.309317
0.012926 0.59638
2.48331 2.4926
0.300029 2.48632
0.00881625 0.309153
2.5 0.309317
0.012926 0.59638
2.48331 2.4926
0.315979 2.49603
0.00927894 0.320991
2.5 0.303327
0.0154327 0.608181
2.49925 2.48677
0.315979 2.49603
0.00927894 0.320991
2.5 0.303327
0.0154327 0.608181
2.49925 2.48677
0.369749 2.47127
0.0101116 0.370019
2.49453 0.291925
0 0.700346
2.44477 2.37164
0.369749 2.47127
0.0101116 0.370019
2.49453 0.291925
0 0.700346
2.44477 2.37164
0.414398 2.5
0.0129272 0.426057
2.49529 0.298432
0 0.756828
2.48702 2.37873
0.414398 2.5
0.0129272 0.426057
2.49529 0.298432
0 0.756828
2.48702 2.37873
0.412035 2.48086
0.00211108 0.47641
2.4968 0.3486
0.00364449 0.798532
2.49487 2.43394
0.412035 2.48086
0.00211108 0.47641
2.4968 0.3486
0.00364449 0.798532
2.49487 2.43394
0.414625 2.5
0.00467486 0.526466
2.49936 0.398623
0.00621242 0.848587
2.49746 2.48396
0.414625 2.5
0.00467486 0.526466
2.49936 0.398623
0.00621242 0.848587
2.49746 2.48396
0.411573 2.46964
0.0116901 0.576207
2.49425 0.448876
0 0.90834
2.44895 2.48765
0.411573 2.46964
0.0116901 0.576207
2.49425 0.448876
0 0.90834
2.44895 2.48765
0.414058 2.5
0.0142426 0.625981
2.49681 0.498738
0.002503 0.958113
2.45144 2.5
0.414058 2.5
0.0142426 0.625981
2.49681 0.498738
0.002503 0.958113
2.45144 2.5
0.412288 2.4834
0.0215793 0.675849
2.48471 0.549503
0 1.01712
2.34095 2.48543
0.412288 2.4834
0.0215793 0.675849
2.48471 0.549503
0 1.01712
2.34095 2.48543
0.414861 2.5
0.0241447 0.725756
2.48727 0.5994
0 1.06702
2.34352 2.5
0.414861 2.5
0.0241447 0.725756
2.48727 0.5994
0 1.06702
2.34352 2.5
0.412044 2.47852
0.0132587 0.776286
2.5 0.648184
0 1.12498
2.2435 2.49262
0.412044 2.47852
0.0132587 0.776286
2.5 0.648184
0 1.12498
2.2435 2.49262
0.414638 2.5
0.0158263 0.826222
2.5 0.698081
0 1.17491
2.24609 2.5
0.414638 2.5
0.0158263 0.826222
2.5 0.698081
0 1.17491
2.24609 2.5
0.413174 2.49904
0.007926 0.876715
2.5 0.748658
0 1.22908
2.14188 2.49603
0.413174 2.49904
0.007926 0.876715
2.5 0.748658
0 1.22908
2.14188 2.49603
0.415754 2.5
0.0104965 0.926655
2.5 0.798582
0 1.27902
2.14446 2.5
0.415754 2.5
0.0104965 0.926655
2.5 0.798582
0 1.27902
2.14446 2.5
0.411452 2.46493
0 0.977866
1.60091 0.895089
0 1.33365
0.773099 1.35617
0.411452 2.46493
0 0.977866
1.60091 0.895089
0 1.33365
0.773099 1.35617
0.414032 2.5
0 1.0278
1.60348 0.945015
0 1.38359
0.775672 1.4061
0.414032 2.5
0 1.0278
1.60348 0.945015
0 1.38359
0.775672 1.4061
0.411614 2.46721
0.0052946 1.07716
1.57586 0.99649
0 1.43911
0.699754 1.3852
0.411614 2.46721
0.0052946 1.07716
1.57586 0.99649
0 1.43911
0.699754 1.3852
0.414215 2.5
0.00786078 1.1271
1.57842 1.04639
0 1.48905
0.702328 1.43513
0.414215 2.5
0.00786078 1.1271
1.57842 1.04639
0 1.48905
0.702328 1.43513
0.4125 2.48369
0 1.17764
1.65421 1.09257
0 1.54178
0.67156 1.45499
0.4125 2.48369
0 1.17764
1.65421 1.09257
0 1.54178
0.67156 1.45499
0.415094 2.5
0.00122524 1.22758
1.65678 1.14248
0.00247516 1.59172
0.674135 1.50491
0.415094 2.5
0.00122524 1.22758
1.65678 1.14248
0.00247516 1.59172
0.674135 1.50491
0.412232 2.47788
0.0154136 1.27692
2.16524 1.1664
0.00104447 1.64608
1.69548 2.474
0.412232 2.47788
0.0154136 1.27692
2.16524 1.1664
0.00104447 1.64608
1.69548 2.474
0.414175 2.5
0.0173454 1.30987
2.16718 1.19933
0.00297976 1.67903
1.69742 2.5
0.414175 2.5
0.0173454 1.30987
2.16718 1.19933
0.00297976 1.67903
1.69742 2.5
0.44138 2.4721
0 1.35024
2.5 1.15833
0 1.76928
1.78663 2.5
0.44138 2.4721
0 1.35024
2.5 1.15833
0 1.76928
1.78663 2.5
0.504806 2.49519
0 1.39853
2.5 1.07559
0 1.81768
1.85244 2.5
0.504806 2.49519
0 1.39853
2.5 1.07559
0 1.81768
1.85244 2.5
0.568463 2.5
0 1.44869
1.64741 1.14752
0 1.97028
2.06862 2.5
0.568463 2.5
0 1.44869
1.64741 1.14752
0 1.97028
2.06862 2.5
0.631126 2.5
0 1.49567
1.64203 1.11333
0 2.01824
2.1322 2.5
0.631126 2.5
0 1.49567
1.64203 1.11333
0 2.01824
2.1322 2.5
0.687405 2.5
0 1.54864
1.57352 1.09773
0 2.2128
2.43845 2.5
0.687405 2.5
0 1.54864
1.57352 1.09773
0 2.2128
2.43845 2.5
