7.02883e-314,0
0,6.95299e-310
0,0
0,4.88065e-310
0,0
7.02883e-314,0
0,6.95299e-310
0,0
0,4.88065e-310
0,0
7.02883e-314,0
0,6.95299e-310
0,0
0,4.88065e-310
0,0
7.02883e-314,0
0,6.95299e-310
0,0
0,4.88065e-310
0,0
7.02883e-314,0
0,6.95299e-310
0,0
0,4.88065e-310
0,0
7.02883e-314,0
0,6.95299e-310
0,0
0,4.88065e-310
0,0
7.02883e-314,0
0,6.95299e-310
0,0
0,4.88065e-310
0,0
1.02339E-05,1.05888E-05
1.02339E-05,1.05888E-05
1.02339E-05,1.05888E-05
1.02339E-05,1.05888E-05
1.02339E-05,1.05888E-05
1.02339E-05,1.05888E-05
1.02339E-05,1.05888E-05
1.02339E-05,1.05888E-05
1.02339E-05,1.05888E-05
1.02339E-05,1.05888E-05
0,2.18052
0,0.0366774
0.418641,0.0394134
0,0
0.265716,0
0,2.18052
0,0.0366774
0.418641,0.0394134
0,0
0.265716,0
0,2.23111
0,0.0870437
0.418455,0.0902261
0,0
0.265673,0
0,2.23111
0,0.0870437
0.418455,0.0902261
0,0
0.265673,0
0,2.18817
0,0.13679
0.423927,0.140155
0,0
0.364864,0
0,2.18817
0,0.13679
0.423927,0.140155
0,0
0.364864,0
0,2.23783
0,0.186411
0.423728,0.189854
0,0
0.364698,0
0,2.23783
0,0.186411
0.423728,0.189854
0,0
0.364698,0
0,2.18913
0,0.236963
0.418563,0.240396
0,0
0.424384,0
0,2.18913
0,0.236963
0.418563,0.240396
0,0
0.424384,0
0,2.23867
0,0.286518
0.418364,0.289915
0,0
0.424167,0
0,2.23867
0,0.286518
0.418364,0.289915
0,0
0.424167,0
0,2.1901
0,0.336644
0.425347,0.340162
0,0
0.498004,0
0,2.1901
0,0.336644
0.425347,0.340162
0,0
0.498004,0
0,2.24023
0,0.386811
0.425142,0.390263
0,0
0.497761,0
0,2.24023
0,0.386811
0.425142,0.390263
0,0
0.497761,0
0,2.17363
0,0.436598
0.42762,0.439903
0,0
0.553331,0
0,2.17363
0,0.436598
0.42762,0.439903
0,0
0.553331,0
0,2.22405
0,0.487039
0.427423,0.490287
0,0
0.553095,0
0,2.22405
0,0.487039
